Record_ID,Date,Time,Junction_ID,Vehicle_ID,Vehicle_Type,Direction,Lane,Signal_State,Signal_Duration,Waiting_Time,Vehicle_Speed,Speed_Limit,Helmet,Seat_Belt,Stop_Line_Crossed,Lane_Compliance,Phone_Usage,U_Turn,U_Turn_Allowed,Overloading,Violation,Violation_Type,Fine_Amount,Accident,Weather,Road_Condition,Traffic_Density
R009165,13 Feb 2026,13:42:04,J003,MH14-4491-P04037,Bike,North,4.0,Green,152,9.3,48.1,60,Yes,,No,Yes,No,No,Yes,No,No,,0,No,Cloudy,Average,59.4
R002440,2026-06-19,17:10:07,J003,MH12-1741-N02193,Bike,South,3.0,Red,152,68.7,45.9,60,Yes,,No,Yes,No,No,Yes,No,No,,0,No,Clear,Average,78.8
R014439,2026-04-24,09:18:50,J013,MH20-4119-D02667,Truck,East,2.0,Green,98,8.7,39.7,40,,Yes,No,Yes,No,No,No,No,No,,0,No,Clear,Good,63.9
R008784,2026-02-24,09:21:13,J010,MH14-4626-H04749,Bus,North,2.0,Green,176,12.5,30.2,60,,Yes,No,Yes,No,No,No,No,No,,0,No,Clear,Average,76.2
R022787,2026-02-21,19:04:09,J013,DL08-5883-C04454,Bike,North,1.0,Red,98,52.1,17.4,40,Yes,,No,Yes,No,Yes,Yes,No,No,,0,No,Clear,Good,73.0
R017755,2026-05-21,21:47:11,J002,MH14-7239-K03293,Bike,East,2.0,  Red ,166,50.1,26.9,60,Yes,,No,Yes,No,No,No,No,No,,0,No,Clear,Good,29.7
R022441,2026-02-11,10:59:52,J007,MH14-7780-Q04885,Bike,South,4.0,Green,74,9.4,29.4,60,Yes,,No,Yes,No,No,No,No,No,,0,No,Clear,Average,62.7
R014493,2026-07-04,11:15:30,J011,MH14-8132-E03257,Auto,South,2.0,Green,157,2.8,88.0,60,,,No,Yes,No,No,Yes,Yes,Yes,Over Speeding,2000,No,Clear,Good,34.1
R003001,2026-07-26,19:07:16,J014,MH12-5776-G01019,Auto,North,2.0,Red,145,73.8,30.1,40,,,No,Yes,No,No,No,No,No,,0,No,Clear,Good,75.0
R017040,2026-04-28,18:07:30,J011,DL08-7485-Q02898,Bike,East,2.0,Red,157,60.3,41.9,60,No,,No,Yes,No,No,No,No,Yes,No Helmet,500,No,Clear,Good,83.8
R018225,2026-03-22,18:35:22,J015,TN09-4349-Q02401,Bike,North,2.0,Red,172,66.8,28.9,40,Yes,,Yes,Yes,No,No,Yes,No,Yes,Red Light Jumping,1000,No,Clear,Good,68.1
R019850,2026-02-11,10:33:32,J012,UP32-9360-K04330,Bike,South,2.0,Green,143,12.2,34.5,40,Yes,,No,Yes,Yes,No,Yes,No,Yes,Mobile Phone Usage,1500,No,Clear,Average,75.8
R020664,2026-06-22,08:09:08,J005,UP32-7572-K01938,Bike,West,3.0,Green,103,13.1,41.3,50,Yes,,No,Yes,No,No,No,No,No,,0,No,Cloudy,Average,67.5
R010034,03 Mar 2026,12:41:58,J008,MH20-1003-E00910,CAR,North,6.0,Red,127,46.5,58.1,80,,Yes,No,Yes,Yes,No,No,No,Yes,Mobile Phone Usage,1500,No,Clear,Average,41.3
R011331,2026-02-16,23:36:07,J010,MH12-4724-Q04075,Bike,West,3.0,Green,176,3.1,43.1,60,Yes,,No,Yes,No,No,No,No,No,,0,No,Clear,Average,11.4
R005908,2026-05-24,09:49:13,J003,KA05-3735-M00456,Auto,West,2.0,Green,152,10.9,46.7,60,,,No,Yes,No,No,Yes,No,No,,0,No,Cloudy,Average,56.3
R018666,2026-03-31,06:36:18,J001,DL08-5454-P05283,Auto,West,4.0,Green,136,7.9,78.4,60,,,No,Yes,No,No,Yes,No,Yes,Over Speeding,2000,No,Clear,Good,27.5
R020527,2026-02-07,05:00:11,J010,DL08-5087-C04494,Bike,North,2.0,Red,176,55.3,47.7,60,No,,No,Yes,No,No,Yes,No,Yes,No Helmet,500,No,Cloudy,Average,9.9
R013218,2026-06-16,18:39:23,J011,GJ01-8611-A04638,Car,North,4.0,Red,157,78.1,74.5,60,,Yes,No,Yes,No,No,No,No,Yes,Over Speeding,2000,No,Clear,Good,86.6
R016941,2026-02-13,09:37:24,J001,MH20-3567-D04312,bike,East,4.0,Green,136,12.0,43.2,60,Yes,,No,Yes,No,No,No,No,No,,0,No,Clear,Good,67.5
R025288,2026-06-03,15:00:23,J003,DL08-1683-J02937,Auto,West,2.0,Red,152,69.5,28.5,60,,,No,Yes,No,No,Yes,No,No,,0,No,Clear,Average,68.3
R008557,2026-04-14,8:04:28 AM,J006,UP32-2833-D05948,Car,East,5.0,Red,98,40.5,58.3,60,,Yes,No,Yes,No,No,No,No,No,,0,No,Clear,Average,68.0
R005443,27-03-2026,19:55:05,J003,GJ01-8043-B04080,car,North,1.0,Green,152,14.3,48.0,60,,,No,Yes,No,No,No,No,No,,0,No,Clear,Average,83.5
R003876,2026-04-04,11:01:13,J004,MH14-4314-E01544,Truck,West,1.0,Red,169,73.1,54.9,40,,Yes,No,No,No,No,No,Yes,Yes,Over Speeding,2000,No,Clear,Poor,60.2
R007422,2026-07-09,19:14:36,J009,UP32-2989-A00118,Bike,East,1.0,Green,127,10.7,22.5,40,Yes,,No,Yes,No,No,Yes,No,No,,0,No,Rain,Good,97.8
R011179,2026-07-21,13:33:32,J003,GJ01-5642-L04414,Bike,North,3.0,Green,152,11.1,54.4,60,Yes,,No,Yes,Yes,No,Yes,No,Yes,Mobile Phone Usage,1500,No,Clear,Average,62.1
R002130,2026-03-09,09:18:27,J013,MH14-9230-F01505,Auto,East,1.0,Green,98,17.3,27.9,40,,,No,Yes,No,No,No,No,No,,0,No,Clear,,98.9
R019505,2026-06-03,2:04:31 PM,J005,DL08-9062-C05363,Car,South,3.0,Green,103,7.5,21.7,50,,Yes,No,Yes,No,No,Yes,No,No,,0,No,Rain,Average,56.7
R015109,2026-04-07,07:32:59,J007,MH12-5473-C05973,Bike,East,1.0,Red,74,32.2,48.1,60,Yes,,No,Yes,No,No,Yes,No,No,,0,No,Cloudy,,15.1
R008678,02/08/2026,13:16:49,J014,TN09-7389-E01217,Car,West,2.0,Red,145,66.4,71.9,40,,Yes,No,Yes,No,No,No,No,Yes,Over Speeding,2000,No,Fog,Good,36.2
R009974,2026-07-19,9:58:07 PM,J006,UP32-8864-F04719,Bike,North,2.0,Red,98,30.6,39.7,60,Yes,,No,Yes,No,No,No,No,No,,0,No,Clear,Average,29.6
R015094,29 Jun 2026,17:46:09,J006,DL08-6881-R04902,Auto,South,5.0,Green,98,17.0,31.0,60,,,No,Yes,No,No,Yes,No,No,,0,No,Rain,Average,98.5
R025309,2026-06-09,23:03:26,J015,KA05-7388-D01248,Auto,East,3.0,Red,172,55.3,16.8,40,,,No,Yes,No,No,No,No,No,,0,No,Clear,Good,37.1
R016713,2026-04-12,21:49:55,J015,MH14-9307-N00202,Truck,West,3.0,Red,172,60.1,26.4,40,,Yes,No,Yes,No,No,Yes,No,No,,0,No,Clear,,22.4
R006565,19 Apr 2026,09:29:25,J009,MH14-7131-B00883,Car,South,3.0,Red,127,51.5,56.2,40,,Yes,No,Yes,No,No,Yes,No,Yes,Over Speeding,2000,No,Clear,Good,64.0
R018512,04-06-2026,07:05:26,J015,TN09-1597-E05930,Car,East,2.0,Green,172,1.5,46.5,40,,Yes,No,Yes,No,No,No,No,Yes,Over Speeding,2000,No,Clear,Good,14.2
R008851,2026-03-06,14:42:34,J013,MH12-8287-E03853,Car,South,1.0,Green,98,2.3,19.1,40,,Yes,No,Yes,No,No,No,No,No,,0,No,Cloudy,Good,36.9
R011016,2026-03-30,18:18:28,J005,TN09-9322-R05324,Car,West,3.0,Yellow,103,14.0,42.7,50,,Yes,No,Yes,No,No,No,No,No,,0,No,Clear,Average,71.3
R016185,2026-07-28,21:05:21,J001,MH20-5800-R04724,Bike,West,2.0,Green,136,7.9,62.2,60,Yes,,No,Yes,No,No,Yes,No,Yes,Over Speeding,2000,No,Cloudy,Good,44.6
R002988,2026-06-13,16:51:43,J006,GJ01-8817-B02873,Bike,North,5.0,Red,98,24.4,52.9,60,Yes,,No,Yes,No,No,No,No,No,,0,No,Cloudy,Average,33.5
R001358,2026-03-29,10:43:07,J015,TN09-9796-C00393,Auto,West,3.0,Red,172,79.5,33.1,40,,,No,Yes,No,No,No,Yes,Yes,Overloading,2000,No,Cloudy,Good,63.9
R015219,2026-02-10,20:51:35,J014,GJ01-3618-R02282,Bike,South,2.0,Red,145,86.8,23.8,40,Yes,,Yes,Yes,No,No,Yes,No,Yes,Red Light Jumping,1000,No,Clear,Good,80.6
R012460,2026-06-19,17:44:34,J004,GJ01-3256-M03834,Bike,West,,Red,169,74.8,32.6,40,Yes,,No,Yes,No,No,Yes,No,No,,0,No,Clear,Poor,85.2
R016584,2026-03-02,12:56:14,J002,DL08-1469-E03941,Car,East,2.0,Green,166,7.8,39.9,60,,No,No,Yes,No,No,Yes,No,Yes,No Seat Belt,1000,No,Clear,Good,38.7
R012918,2026-07-22,17:07:54,J003,MH14-9381-P01547,Bike,East,1.0,Green,152,8.4,46.7,60,Yes,,No,Yes,No,No,No,No,No,,0,No,Fog,Average,70.2
R023716,2026-07-24,17:00:49,J001,TN09-9267-A03360,Car,North,3.0,Green,136,12.8,39.9,60,,Yes,No,Yes,No,No,No,No,No,,0,No,Clear,Good,71.5
R020585,2026-06-16,11:35:25,J009,DL08-2833-D01114,Bus,West,1.0,Red,127,64.6,74.5,40,,Yes,No,Yes,Yes,No,Yes,No,Yes,Over Speeding,2000,No,Fog,Good,43.4
R021335,2026-05-12,05:49:16,J006,KA05-3631-G02137,Auto,South,2.0,Green,98,8.3,35.9,60,,,No,Yes,No,No,No,No,No,,0,No,Cloudy,Average,21.8
R008360,2026-02-08,16:51:51,J004,UP32-6652-A02775,Car,South,2.0,Green,169,3.3,42.8,40,,Yes,No,Yes,No,No,No,No,Yes,Over Speeding,2000,No,Cloudy,Poor,36.0
R018518,2026-03-22,09:42:47,J013,UP32-9006-F00414,Auto,South,2.0,Green,98,9.1,26.3,40,,,No,Yes,No,No,No,No,No,,0,No,Clear,Good,66.1
R010306,03/11/2026,10:06:18,J010,TN09-6320-Q00900,Truck,South,5.0,Green,176,18.1,30.4,60,,Yes,No,Yes,No,No,Yes,No,No,,0,No,Clear,Average,89.2
R011958,2026-04-11,11:03:02,J003,TN09-7589-F02756,Bus,West,2.0,Red,152,51.9,73.8,60,,Yes,No,Yes,No,No,Yes,No,Yes,Over Speeding,2000,No,Clear,Average,45.5
R024484,2026-05-31,19:55:23,J002,KA05-2742-P01179,Auto,East,4.0,Green,166,5.1,40.9,60,,,No,Yes,No,No,No,No,No,,0,No,Clear,Good,63.2
R015426,2026-06-15,17:59:44,J012,UP32-5157-A04451,Bike,North,2.0,Red,143,58.8,29.4,40,Yes,,Yes,Yes,No,No,Yes,No,Yes,Red Light Jumping,1000,No,Rain,Average,69.1
R001569,2026-06-08,09:31:03,J004,KA05-6518-K05268,Car,West,2.0,Red,169,86.7,29.1,40,,Yes,No,Yes,No,No,No,No,No,,0,No,Clear,Poor,83.1
R018249,2026-05-03,07:27:34,J008,DL08-4878-L03766,Car,East,3.0,Green,127,2.8,62.3,80,,Yes,No,Yes,No,Yes,No,No,Yes,Illegal U-Turn,500,No,Cloudy,Average,6.3
R012297,2026-05-29,18:32:39,J003,MH20-1047-E02986,Car,North,1.0,Red,152,72.6,52.5,60,,Yes,No,Yes,No,No,Yes,No,No,,0,No,Clear,Average,77.1
R004891,2026-06-01,08:31:00,J013,UP32-9399-R00928,Car,East,1.0,Green,98,12.5,19.3,40,,Yes,No,Yes,Yes,No,Yes,No,Yes,Mobile Phone Usage,1500,No,Cloudy,Good,90.2
R024114,2026-07-13,19:44:40,J002,MH20-5374-A03457,Car,South,1.0,Red,166,88.1,41.0,60,,Yes,No,Yes,No,No,No,No,No,,0,No,Clear,Good,80.4
R014895,2026-06-23,16:54:22,J003,UP32-8795-R05458,Bike,West,1.0,Red,152,66.8,61.5,60,No,,No,Yes,No,No,Yes,No,Yes,Over Speeding,2000,No,Rain,Average,40.0
R014710,2026-06-20,20:06:09,J004,DL08-2636-R03600,Car,East,2.0,Red,169,78.3,22.7,40,,Yes,No,Yes,No,No,Yes,No,No,,0,No,Clear,Poor,69.1
R009365,13 Mar 2026,6:41:21 PM,J007,KA05-3915-P04429,Auto,North,3.0,Red,74,58.9,42.4,60,,,No,Yes,No,No,No,No,No,,0,No,Clear,Average,92.0
R014479,2026-03-31,4:24:16 PM,J011,UP32-3969-N00598,Bike,West,1.0,Red,157,51.2,56.1,60,Yes,,No,Yes,No,No,No,No,No,,0,No,Clear,Good,54.7
R017449,2026-02-08,14:38:18,J003,GJ01-5563-J02399,Car,East,3.0,Green,152,8.4,46.5,60,,Yes,No,Yes,No,Yes,No,No,Yes,Illegal U-Turn,500,No,Rain,Average,37.6
R002540,2026-05-29,03:37:45,J005,KA05-4552-A02322,Car,West,1.0,Green,103,0.0,71.4,50,,Yes,No,Yes,No,Yes,No,No,Yes,Over Speeding,2000,No,Cloudy,Average,9.2
R015367,2026-02-04,20:33:43,J002,DL08-8842-M02521,Bike,North,3.0,Green,166,9.2,93.3,60,Yes,,No,Yes,No,No,Yes,No,Yes,Over Speeding,2000,No,Clear,Good,74.9
R025024,2026-03-17,16:44:17,J008,GJ01-7581-D01287,Car,North,3.0,Green,127,13.5,49.6,80,,Yes,No,Yes,No,No,No,No,No,,0,No,Cloudy,Average,77.0
R025278,2026-03-25,12:58:56,J005,DL08-4626-H00551,Car,East,2.0,Green,103,3.8,15.2,50,,Yes,No,Yes,No,No,No,No,No,,0,No,Cloudy,Average,30.4
R022836,2026-05-25,05:12:37,J013,TN09-1161-F03294,Car,South,2.0,Green,98,2.6,24.9,40,,Yes,No,Yes,No,No,No,No,No,,0,No,Cloudy,Good,11.4
R013313,2026-05-13,19:32:25,J013,GJ01-8090-B05082,Car,East,1.0,Green,98,11.7,47.3,40,,Yes,No,Yes,No,No,No,No,Yes,Over Speeding,2000,No,Cloudy,Good,80.5
R022796,2026-06-10,13:56:54,J015,TN09-3924-K05696,Bike,North,1.0,Green,172,12.7,14.3,40,Yes,,No,Yes,No,No,Yes,No,No,,0,No,Rain,Good,74.7
R021626,2026-07-27,16:39:45,J001,KA05-3129-K02721,Auto,West,3.0,Green,136,11.4,44.6,60,,,No,No,No,No,No,No,Yes,Wrong Lane,500,No,Fog,Good,56.1
R017989,07/11/2026,15:19:14,J010,MH12-4921-R00445,Car,West,2.0,Green,176,5.1,38.7,60,,Yes,No,Yes,No,No,Yes,No,No,,0,No,Clear,Average,38.6
R010985,2026-07-04,16:46:59,J002,DL08-9971-L03956,Car,North,2.0,Red,166,73.3,67.4,60,,Yes,No,Yes,No,No,Yes,No,Yes,Over Speeding,2000,No,Rain,Good,48.1
R019298,2026-03-25,18:46:11,J001,KA05-2401-H01794,Auto,South,2.0,Green,136,10.3,29.0,60,,,No,Yes,No,No,Yes,No,No,,0,No,Clear,Good,83.1
R007291,2026-06-23,14:51:37,J012,DL08-6255-G04652,Bike,South,2.0,Green,143,0.0,65.7,40,Yes,,No,Yes,No,No,No,No,Yes,Over Speeding,2000,No,Cloudy,Average,49.0
R005494,2026-07-04,23:51:47,J001,UP32-3709-C00604,Bike,North,2.0,Green,136,0.4,36.0,60,Yes,,No,Yes,No,No,Yes,No,No,,0,No,Cloudy,Good,28.1
R024259,2026-05-20,13:00:52,J002,TN09-1193-F05848,Car,North,1.0,Red,166,70.3,27.0,60,,Yes,No,Yes,No,No,No,No,No,,0,No,Cloudy,Good,41.8
R005553,2026-02-15,18:11:53,J008,MH20-4119-D02667,Truck,East,4.0,Red,127,69.7,46.9,80,,Yes,No,Yes,No,No,No,No,No,,0,No,Clear,Average,69.4
R000185,2026-06-11,1:47:51 PM,J012,DL08-7746-Q05309,Bike,West,3.0,Red,143,56.4,33.7,40,Yes,,No,Yes,No,No,No,No,No,,0,No,Clear,,59.1
R002965,2026-05-24,17:34:15,J002,DL08-8670-N01677,Car,  South ,4.0,Green,166,9.4,44.1,60,,,No,Yes,No,No,No,No,No,,0,No,Clear,,54.9
R004472,2026-06-09,16:40:12,J010,GJ01-8812-E01472,Car,North,2.0,Yellow,176,12.2,42.7,60,,Yes,No,Yes,No,No,No,No,No,,0,No,Rain,Average,61.1
R023157,2026-02-24,21:31:46,J005,MH14-9418-G03965,Bike,North,2.0,Red,103,47.9,27.4,50,Yes,,No,Yes,No,No,No,No,No,,0,No,Rain,Average,39.9
R012870,2026-02-11,05:20:53,J015,UP32-5182-D02078,Bike,East,3.0,Red,172,55.4,41.5,40,Yes,,No,Yes,No,No,No,No,Yes,Over Speeding,2000,No,Clear,Good,17.3
R019543,2026-02-25,18:36:26,J011,MH20-7997-B03333,Car,North,2.0,Green,157,8.4,32.1,60,,Yes,No,Yes,No,No,No,No,No,,0,No,Cloudy,Good,66.8
R023753,2026-07-21,23:31:13,J007,UP32-1253-H04635,Taxi,West,1.0,Red,74,36.2,51.6,60,,Yes,No,Yes,No,No,Yes,No,No,,0,No,Cloudy,Average,39.3
R011766,2026-02-18,06:26:52,J005,DL08-2655-G03983,Car,South,1.0,Red,103,45.5,34.7,50,,Yes,No,No,No,No,No,No,Yes,Wrong Lane,500,No,Cloudy,Average,24.7
R006305,24 Jul 2026,08:04:14,J010,GJ01-4898-Q00936,Bike,North,2.0,Red,176,84.2,35.0,60,Yes,,No,Yes,No,No,Yes,No,No,,0,No,Rain,Average,91.3
R017317,2026-03-12,17:44:16,J003,TN09-8859-R00492,Auto,South,3.0,Green,152,18.3,42.8,60,,,No,Yes,No,No,Yes,No,No,,0,No,Clear,Average,85.3
R021015,2026-04-13,10:59:55,J011,TN09-2591-H01978,Auto,East,3.0,Green,157,15.4,49.2,60,,,No,Yes,No,No,No,No,No,,0,No,Cloudy,Good,88.9
R005556,2026-07-07,20:01:22,J003,KA05-8706-Q04465,Car,North,4.0,Green,152,13.4,86.4,60,,Yes,No,Yes,No,No,No,No,Yes,Over Speeding,2000,No,Clear,Average,80.4
R006292,2026-07-25,10:07:56,J009,KA05-5979-M04336,Car ,South,2.0,Red,127,42.0,40.9,40,,Yes,No,Yes,No,No,No,No,Yes,Over Speeding,2000,No,Clear,Good,51.5
R005421,07/01/2026,08:57:42,J006,TN09-2999-H01122,Bike,East,3.0,Green,98,12.4,65.8,60,Yes,,No,Yes,Yes,No,No,No,Yes,Over Speeding,2000,No,Cloudy,Average,84.7
R009115,2026-05-04,21:22:32,J005,UP32-5073-D05834,Truck,East,3.0,Red,103,40.4,32.0,50,,Yes,No,Yes,No,No,No,No,No,,0,No,Clear,Average,24.3
R017642,07-05-2026,10:51:59 AM,J010,KA05-4135-Q04513,Auto,East,5.0,Green,176,15.5,47.8,60,,,No,Yes,No,No,Yes,No,No,,0,No,Rain,Average,87.1
R013650,2026-02-04,18:28:02,J010,MH14-7223-P05141,Bike,West,5.0,Green,176,18.7,37.8,60,Yes,,No,Yes,No,No,Yes,No,No,,0,No,Rain,Average,96.3
R025586,2026-04-16,08:57:45,J014,MH20-6261-D01750,Bus,West,1.0,Green,145,11.5,27.3,40,,Yes,No,Yes,No,No,Yes,No,No,,0,No,Clear,Good,68.8
R024467,03/04/2026,20:19:12,J005,TN09-3316-N00410,Car,South,1.0,Red,103,49.5,30.7,50,,Yes,No,No,No,No,No,No,Yes,Wrong Lane,500,No,Clear,Average,98.8
R013543,2026-03-30,11:36:09,J008,TN09-2065-E01285,CAR,North,3.0,Green,127,6.1,60.6,80,,No,No,No,No,No,No,No,Yes,No Seat Belt,1000,No,Clear,Average,57.9
R020833,2026-05-19,14:04:31,J009,UP32-3369-K05698,Auto,East,3.0,Red,127,50.4,35.0,40,,,No,Yes,No,No,Yes,Yes,Yes,Overloading,2000,No,Clear,Good,47.4
R024757,24 Jul 2026,11:12:24,J007,MH20-3207-B00686,Bike,North,3.0,Red,74,38.1,42.8,60,Yes,,No,Yes,Yes,No,No,No,Yes,Mobile Phone Usage,1500,No,Rain,Average,60.7
R021566,2026-02-26,09:32:46,J011,KA05-3154-B03309,Car,South,4.0,Green,157,9.8,31.2,60,,No,No,Yes,No,No,Yes,No,Yes,No Seat Belt,1000,No,Fog,Good,61.8
R001587,2026-06-10,11:27:50,J010,KA05-8222-N05940,Bike,South,2.0,Green,176,7.0,51.9,60,Yes,,No,Yes,No,Yes,Yes,No,No,,0,No,Clear,Average,44.6
R023119,2026-06-17,16:41:41,J010,UP32-1600-D03977,Bike,North,1.0,Green,176,10.1,39.5,60,Yes,,No,Yes,No,No,No,No,No,,0,No,Cloudy,,61.1
R002016,2026-04-18,19:11:01,J014,MH14-1500-H00548,Bike,West,2.0,Red,145,73.4,20.2,40,Yes,,No,Yes,No,No,No,No,No,,0,No,Clear,Good,75.9
R016845,2026-07-26,09:09:17,J014,KA05-3170-M00027,Car,East,2.0,Red,145,52.2,22.6,40,,Yes,No,Yes,No,No,No,No,No,,0,No,Cloudy,Good,55.2
R013297,2026-04-10,09:46:34,J004,GJ01-8008-R04180,Bus,South,2.0,Red,169,71.0,19.2,40,,Yes,No,Yes,No,No,No,No,No,,0,No,Clear,Poor,75.2
R016654,2026-07-09,13:56:52,J015,UP32-4425-A01271,Car,East,3.0,Green,172,10.3,20.7,40,,Yes,No,Yes,No,No,Yes,No,No,,0,No,Fog,Good,63.6
R015637,2026-04-12,14:32:35,J002,UP32-9884-P02343,Auto,North,4.0,Green,166,10.1,41.4,60,,,No,Yes,No,No,No,No,No,,0,No,Fog,Good,60.9
R012947,2026-07-03,12:55:49,J015,DL08-4767-L00720,Bike,North,2.0,Red,172,74.6,39.2,40,Yes,,No,Yes,No,No,No,No,No,,0,No,Cloudy,Good,86.1
R007931,2026-07-01,18:37:49,J012,DL08-2548-F05402,Bike,North,3.0,Green,143,17.9,68.3,40,No,,No,Yes,No,No,No,No,Yes,Over Speeding,2000,No,  Cloudy ,Average,100.0
R022849,2026-07-28,03:22:11,J009,TN09-4217-N03648,Bike,East,2.0,Red,127,37.5,50.7,40,Yes,,No,Yes,No,No,Yes,No,Yes,Over Speeding,2000,No,Clear,Good,5.4
R018470,2026-03-30,13:43:46,J013,TN09-3906-P02170,Car,North,2.0,Red,98,52.8,35.6,40,,Yes,No,Yes,No,No,No,No,No,,0,No,Clear,Good,68.6
R019949,2026-04-05,09:38:11,J008,GJ01-1189-E01633,Car,North,1.0,Red,127,64.9,55.5,80,,Yes,No,Yes,No,No,No,No,No,,0,No,Clear,Average,79.9
R014230,2026-05-11,11:47:53,J013,MH20-7969-J04292,Bike,West,2.0,Green,98,11.9,28.7,40,Yes,,No,Yes,No,Yes,Yes,No,No,,0,No,Clear,,41.3
R018909,2026-05-04,08:12:58,J010,TN09-2208-P04296,Bike,North,4.0,Red,176,65.1,47.4,60,Yes,,No,Yes,No,No,Yes,No,No,,0,No,Clear,Average,68.5
R022553,2026-07-26,08:37:00,J003,MH14-1019-A05222,Bike,South,1.0,Red,152,70.6,40.0,60,Yes,,No,Yes,No,No,No,No,No,,0,No,Rain,Average,61.3
R017410,2026-07-09,19:21:07,J005,DL08-4871-C01380,Bus,West,4.0,Red,103,51.1,29.4,50,,Yes,No,Yes,No,No,No,No,No,,0,No,Clear,Average,85.2
R025664,2026-07-17,13:27:32,J006,GJ01-6237-M01431,Bike,West,5.0,Green,98,7.5,42.9,60,Yes,,No,Yes,No,No,No,No,No,,0,No,Rain,Average,25.3
R004212,2026-07-14,20:53:26,J002,DL08-9011-M04133,Bike,South,2.0,Green,166,17.4,39.1,60,Yes,,No,Yes,No,No,No,No,No,,0,No,Rain,Good,84.8
R010316,2026-05-07,12:34:35,J010,GJ01-2077-D01286,Car,North,5.0,Green,176,6.6,25.9,60,,Yes,No,Yes,No,No,No,No,No,,0,No,Clear,Average,42.5
R022465,27 Jun 2026,10:22:56,J001,MH14-2555-D02131,Car,South,4.0,Red,136,35.2,37.0,60,,Yes,No,Yes,No,No,Yes,No,No,,0,No,Cloudy,Good,50.6
R021587,2026-04-10,19:19:55,J008,MH20-1685-D02809,Car,West,6.0,Green,127,17.4,59.7,80,,No,No,Yes,No,No,Yes,No,Yes,No Seat Belt,1000,No,Rain,Average,79.0
R018538,2026-05-08,18:00:15,J004,MH20-4186-P02461,Car,North,1.0,Green,169,9.4,17.8,40,,Yes,No,Yes,No,No,Yes,No,No,,0,No,Clear,Poor,64.1
R021862,2026-07-17,19:04:00,J008,MH12-7367-N05318,Car,South,4.0,Red,127,63.5,43.1,80,,Yes,No,Yes,No,No,No,No,No,,0,No,Rain,Average,90.6
R010945,2026-06-16,09:33:55,J009,DL08-1221-Q03107,Car,North,1.0,Green,127,15.8,29.6,40,,Yes,No,Yes,No,No,Yes,No,No,,0,No,Cloudy,Good,71.3
R021010,2026-07-30,4:52:34 PM,J012,GJ01-1133-C05134,Car,North,2.0,Red,143,67.5,21.9,40,,Yes,No,Yes,No,No,No,No,No,,0,No,Rain,Average,67.0
R000620,2026-02-06,15:27:46,J013,MH20-9446-E00283,Two Wheeler,South,1.0,Green,98,6.7,13.3,40,Yes,,No,No,No,No,No,No,Yes,Wrong Lane,500,No,Clear,Good,68.3
R003913,2026-06-24,18:59:20,J013,GJ01-2912-G03984,Car,North,1.0,Green,98,8.2,14.9,40,,,No,Yes,No,No,No,No,Yes,No Seat Belt,1000,No,Cloudy,Good,44.4
R019832,2026-04-27,08:55:40,J010,KA05-8292-M01448,Bike,East,4.0,Green,176,13.5,22.9,60,Yes,,No,Yes,No,No,Yes,No,No,,0,No,Clear,Average,94.0
R011479,2026-03-31,19:02:31,J009,MH14-8252-G02031,Truck,North,3.0,Green,127,11.4,36.7,40,,Yes,No,Yes,No,No,Yes,No,No,,0,No,Clear,Good,69.6
R000204,2026-05-13,23:10:32,J003,MH12-6067-G05983,Auto,South,4.0,Green,152,1.5,30.3,60,,,No,Yes,No,No,No,No,No,,0,No,Clear,Average,35.7
R004981,2026-05-25,09:40:58,J014,DL08-7057-Q05654,Auto,South,1.0,Green,145,9.1,34.0,40,,,No,Yes,No,No,No,No,No,,0,No,Cloudy,Good,80.0
R021444,15 Feb 2026,15:32:04,J012,MH20-1312-D03978,Auto,North,3.0,Green,143,2.9,46.4,40,,,No,Yes,No,No,Yes,No,Yes,Over Speeding,2000,No,Clear,Average,51.0
R004511,2026-03-23,07:29:17,J015,MH14-7124-R03961,Car,North,2.0,Green,172,3.7,36.7,40,,Yes,No,Yes,Yes,No,No,No,Yes,Mobile Phone Usage,1500,No,Clear,Good,32.5
R016666,2026-06-24,12:32:31,J008,MH14-4132-L05707,Bike,North,1.0,Red,127,82.0,65.0,80,Yes,,No,Yes,No,No,No,No,No,,0,No,Rain,Average,61.7
R002389,2026-03-22,08:08:08,J001,TN09-1862-A03342,Bike,South,2.0,Green,136,7.5,75.9,60,No,,No,Yes,No,No,Yes,No,Yes,Over Speeding,2000,No,Cloudy,Good,68.9
R021432,2026-02-17,08:38:30,J012,KA05-2102-R01100,Bike,South,2.0,Green,143,13.8,23.6,40,Yes,,No,Yes,No,No,Yes,No,No,,0,No,Clear,Average,69.4
R003445,2026-07-26,22:03:53,J005,MH20-1773-M03981,Car,East,4.0,Green,103,5.0,34.8,50,,Yes,No,Yes,No,No,Yes,No,No,,0,No,Rain,Average,21.9
R025842,2026-05-01,16:25:45,J011,KA05-9413-H02397,Car,East,2.0,Green,157,5.8,32.4,60,,Yes,No,Yes,No,No,No,No,No,,0,No,Cloudy,Good,50.9
R025168,2026-04-15,3:28:50 AM,J006,GJ01-3788-Q05904,Auto,West,1.0,Red,98,38.7,35.7,60,,,No,Yes,No,No,No,No,No,,0,No,Cloudy,Average,13.7
